link_name,date,period,mph
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 00:00:00,Pre-CP,4.353894942857144
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 01:00:00,Pre-CP,7.435935517083333
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 02:00:00,Pre-CP,6.6818164
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 03:00:00,Pre-CP,7.403466925263158
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 04:00:00,Pre-CP,7.149998093333334
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 05:00:00,Pre-CP,8.659806303157895
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 06:00:00,Pre-CP,9.455817877560975
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 07:00:00,Pre-CP,5.926571846153847
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 08:00:00,Pre-CP,8.741474941666667
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 09:00:00,Pre-CP,6.798928668235294
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 10:00:00,Pre-CP,5.2969076784
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 11:00:00,Pre-CP,4.826589622
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 12:00:00,Pre-CP,4.476528526538462
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 13:00:00,Pre-CP,3.096122169019608
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 14:00:00,Pre-CP,4.9617884495833335
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 15:00:00,Pre-CP,4.999771394
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 16:00:00,Pre-CP,4.0148171112
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 17:00:00,Pre-CP,3.0054804819607845
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 18:00:00,Pre-CP,4.500709027083333
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 19:00:00,Pre-CP,5.092131509230769
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 20:00:00,Pre-CP,6.3595892132000005
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 21:00:00,Pre-CP,5.00519971423077
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 22:00:00,Pre-CP,5.778741774509805
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-01 23:00:00,Pre-CP,4.906950563137255
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 00:00:00,Pre-CP,5.580453057333334
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 01:00:00,Pre-CP,6.764940168936171
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 02:00:00,Pre-CP,5.470791577872341
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 03:00:00,Pre-CP,6.187959037837838
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 04:00:00,Pre-CP,10.212430431764705
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 05:00:00,Pre-CP,7.583401783255814
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 06:00:00,Pre-CP,8.387376873617022
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 07:00:00,Pre-CP,5.902981380416667
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 08:00:00,Pre-CP,4.332817026400001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 09:00:00,Pre-CP,4.944116328627452
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 10:00:00,Pre-CP,5.925708647083334
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 11:00:00,Pre-CP,5.70894734125
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 12:00:00,Pre-CP,4.352621216923077
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 13:00:00,Pre-CP,6.199395378367348
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 14:00:00,Pre-CP,6.716342502978723
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 15:00:00,Pre-CP,6.070051857254903
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 16:00:00,Pre-CP,4.608434085769231
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 17:00:00,Pre-CP,6.621121229019607
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 18:00:00,Pre-CP,7.6865434048
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 19:00:00,Pre-CP,6.819884545000001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 20:00:00,Pre-CP,4.9422259548000005
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 21:00:00,Pre-CP,5.129369261538462
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 22:00:00,Pre-CP,5.3753996360784315
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-02 23:00:00,Pre-CP,4.735560234509804
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 00:00:00,Pre-CP,5.2157656545833335
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 01:00:00,Pre-CP,4.945545991020408
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 02:00:00,Pre-CP,7.384506379591836
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 03:00:00,Pre-CP,6.065808659130435
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 04:00:00,Pre-CP,8.553634082666667
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 05:00:00,Pre-CP,9.981631244864865
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 06:00:00,Pre-CP,10.626467754509804
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 07:00:00,Pre-CP,10.456949083137255
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 08:00:00,Pre-CP,7.27680696489796
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 09:00:00,Pre-CP,6.016519374615385
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 10:00:00,Pre-CP,7.3585889468
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 11:00:00,Pre-CP,5.824168027307692
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 12:00:00,Pre-CP,6.579677389803922
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 13:00:00,Pre-CP,6.7902388309803925
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 14:00:00,Pre-CP,5.381641921538462
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 15:00:00,Pre-CP,6.5689822054901965
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 16:00:00,Pre-CP,5.62735863923077
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 17:00:00,Pre-CP,5.461907634400001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 18:00:00,Pre-CP,3.024017788636364
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 19:00:00,Pre-CP,1.9354272913725492
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 20:00:00,Pre-CP,2.6166844463414636
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 21:00:00,Pre-CP,2.499900519130435
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 22:00:00,Pre-CP,4.414058019534884
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-03 23:00:00,Pre-CP,3.736887115384616
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 00:00:00,Pre-CP,4.281956186530612
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 01:00:00,Pre-CP,4.966333902916667
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 02:00:00,Pre-CP,6.165085396595745
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 03:00:00,Pre-CP,6.462725549333333
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 04:00:00,Pre-CP,4.039345513750001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 05:00:00,Pre-CP,2.5670447700000003
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 06:00:00,Pre-CP,8.241190984166668
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 07:00:00,Pre-CP,4.410364677560976
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 08:00:00,Pre-CP,3.489696039111111
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 09:00:00,Pre-CP,6.030976652608697
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 10:00:00,Pre-CP,7.000225406000001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 11:00:00,Pre-CP,4.210907968
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 12:00:00,Pre-CP,5.216308769411765
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 13:00:00,Pre-CP,8.546922854509805
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 14:00:00,Pre-CP,5.947458307058824
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 15:00:00,Pre-CP,5.635961063921569
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 16:00:00,Pre-CP,6.995008016086957
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 17:00:00,Pre-CP,3.5848804669565224
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 18:00:00,Pre-CP,3.8082262572000003
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 19:00:00,Pre-CP,6.5007255392
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 20:00:00,Pre-CP,6.270081815918367
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 21:00:00,Pre-CP,5.789725728800001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 22:00:00,Pre-CP,8.134230785416667
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-04 23:00:00,Pre-CP,5.825772140851064
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 00:00:00,Pre-CP,12.140581178095239
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 01:00:00,Pre-CP,5.391277632093023
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 02:00:00,Pre-CP,8.378223572258063
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 03:00:00,Pre-CP,3.6818172000000002
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 04:00:00,Pre-CP,6.848861810000001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 05:00:00,Pre-CP,8.573660815294119
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 06:00:00,Pre-CP,9.369228270769232
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 07:00:00,Pre-CP,8.998667223414635
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 08:00:00,Pre-CP,7.133153178039216
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 09:00:00,Pre-CP,6.22805956367347
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 10:00:00,Pre-CP,4.951841431351352
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 11:00:00,Pre-CP,7.13730046826087
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 12:00:00,Pre-CP,4.969458902083334
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 13:00:00,Pre-CP,5.278634956000001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 14:00:00,Pre-CP,5.976271133600001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 15:00:00,Pre-CP,6.765721757959184
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 16:00:00,Pre-CP,4.477405223137255
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 17:00:00,Pre-CP,4.685693937647059
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 18:00:00,Pre-CP,5.877402278846154
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 19:00:00,Pre-CP,6.709645706122449
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 20:00:00,Pre-CP,5.84826047254902
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 21:00:00,Pre-CP,7.256909011020409
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 22:00:00,Pre-CP,6.86750300425532
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-05 23:00:00,Pre-CP,7.670878636250001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 00:00:00,Pre-CP,11.178406110000001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 01:00:00,Pre-CP,14.05474831818182
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 02:00:00,Pre-CP,10.538254765555557
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 04:00:00,Pre-CP,6.572043702
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 05:00:00,Pre-CP,9.434088393333335
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 06:00:00,Pre-CP,8.334459744081633
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 07:00:00,Pre-CP,5.516816710666667
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 08:00:00,Pre-CP,5.747190980784314
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 09:00:00,Pre-CP,5.624453045600001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 10:00:00,Pre-CP,4.59291321372549
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 11:00:00,Pre-CP,6.6318164133333335
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 12:00:00,Pre-CP,3.4502718072000005
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 13:00:00,Pre-CP,4.7833623608
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 14:00:00,Pre-CP,5.7113166588
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 15:00:00,Pre-CP,5.205383987391304
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 16:00:00,Pre-CP,5.942110714901961
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 17:00:00,Pre-CP,4.7798169072
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 18:00:00,Pre-CP,5.377538672941176
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 19:00:00,Pre-CP,5.28957368826087
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 20:00:00,Pre-CP,2.5915012852173915
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 21:00:00,Pre-CP,2.3709824544186047
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 22:00:00,Pre-CP,3.0603650375609757
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-06 23:00:00,Pre-CP,3.6576571273913046
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 00:00:00,Pre-CP,3.0897719033333337
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 01:00:00,Pre-CP,4.133862534
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 02:00:00,Pre-CP,3.203180964
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 04:00:00,Pre-CP,3.4104536360000006
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 05:00:00,Pre-CP,7.750624892413794
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 06:00:00,Pre-CP,5.4962879591836735
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 07:00:00,Pre-CP,7.548142699591836
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 08:00:00,Pre-CP,6.2942710488
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 09:00:00,Pre-CP,6.1422443513725495
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 10:00:00,Pre-CP,6.920051630588236
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 11:00:00,Pre-CP,5.23636224
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 12:00:00,Pre-CP,5.97352781882353
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 13:00:00,Pre-CP,6.096764108461539
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 14:00:00,Pre-CP,6.544516971372549
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 15:00:00,Pre-CP,6.180286813461539
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 16:00:00,Pre-CP,5.26096116392157
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 17:00:00,Pre-CP,5.3922258348000005
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 18:00:00,Pre-CP,5.505880884705882
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 19:00:00,Pre-CP,4.558162049795919
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 20:00:00,Pre-CP,5.932217669411766
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 21:00:00,Pre-CP,6.7508163816
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 22:00:00,Pre-CP,7.644958435652175
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-07 23:00:00,Pre-CP,6.565225522
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 00:00:00,Pre-CP,9.50923041875
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 01:00:00,Pre-CP,10.943488817272728
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 02:00:00,Pre-CP,6.222806782142858
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 03:00:00,Pre-CP,4.397044282
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 04:00:00,Pre-CP,6.455964187500001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 05:00:00,Pre-CP,9.829477898285715
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 06:00:00,Pre-CP,8.57886618425532
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 07:00:00,Pre-CP,7.212163852156864
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 08:00:00,Pre-CP,5.700934308627451
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 09:00:00,Pre-CP,5.16136226
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 10:00:00,Pre-CP,5.400282650833334
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 11:00:00,Pre-CP,6.04932993764706
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 12:00:00,Pre-CP,5.245185767058824
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 13:00:00,Pre-CP,4.422726093333334
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 14:00:00,Pre-CP,4.196731835416667
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 15:00:00,Pre-CP,6.041956430769232
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 16:00:00,Pre-CP,6.036646117500001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 17:00:00,Pre-CP,5.240689161923077
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 18:00:00,Pre-CP,5.090907733333333
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 19:00:00,Pre-CP,5.341278724081633
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 20:00:00,Pre-CP,6.127805852549019
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 21:00:00,Pre-CP,5.831950316470588
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 22:00:00,Pre-CP,5.123126976078432
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-08 23:00:00,Pre-CP,7.0071799496
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 00:00:00,Pre-CP,5.537411110769232
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 01:00:00,Pre-CP,3.242262191489362
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 02:00:00,Pre-CP,2.865609283684211
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 03:00:00,Pre-CP,3.3858462045454547
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 04:00:00,Pre-CP,6.791224404651164
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 05:00:00,Pre-CP,10.937857393658538
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 06:00:00,Pre-CP,10.409179042400002
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 07:00:00,Pre-CP,9.251980124680852
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 08:00:00,Pre-CP,8.379264926938776
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 09:00:00,Pre-CP,6.126870023921569
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 10:00:00,Pre-CP,6.046984553478262
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 11:00:00,Pre-CP,5.185907708000001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 12:00:00,Pre-CP,4.963233970588236
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 13:00:00,Pre-CP,7.293748054999999
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 14:00:00,Pre-CP,5.671656241568628
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 15:00:00,Pre-CP,5.675091251020409
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 16:00:00,Pre-CP,4.6730442084
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 17:00:00,Pre-CP,4.6501351236
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 18:00:00,Pre-CP,5.1624531688
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 19:00:00,Pre-CP,5.5378327478431375
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 20:00:00,Pre-CP,6.561845445531915
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 21:00:00,Pre-CP,5.435898364897959
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 22:00:00,Pre-CP,3.7856633261538466
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-09 23:00:00,Pre-CP,3.5927797905882355
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 00:00:00,Pre-CP,5.168442677692307
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 01:00:00,Pre-CP,3.6591363155102044
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 02:00:00,Pre-CP,4.983052030869565
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 03:00:00,Pre-CP,4.214650713617022
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 04:00:00,Pre-CP,5.177271346666667
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 05:00:00,Pre-CP,8.789770383333334
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 06:00:00,Pre-CP,8.77150928883721
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 07:00:00,Pre-CP,8.70275741952381
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 08:00:00,Pre-CP,7.165251585769231
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 09:00:00,Pre-CP,4.772057550980392
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 10:00:00,Pre-CP,6.004543853333334
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 11:00:00,Pre-CP,6.470725547200001
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 12:00:00,Pre-CP,5.600424642916667
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 13:00:00,Pre-CP,6.219316523333333
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 14:00:00,Pre-CP,7.258028367555555
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 15:00:00,Pre-CP,4.552726058666667
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 16:00:00,Pre-CP,4.062833141176471
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 17:00:00,Pre-CP,4.032049017551021
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 18:00:00,Pre-CP,3.462939707346939
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 19:00:00,Pre-CP,3.1589991576
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 20:00:00,Pre-CP,4.546152633846154
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 21:00:00,Pre-CP,4.191439888085107
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 22:00:00,Pre-CP,4.193876432653061
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-10 23:00:00,Pre-CP,3.7741353572000005
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 00:00:00,Pre-CP,7.062725389333333
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 01:00:00,Pre-CP,4.4879988032
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 02:00:00,Pre-CP,4.43056468122449
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 03:00:00,Pre-CP,5.8189075392000005
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 04:00:00,Pre-CP,6.685621895813954
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 05:00:00,Pre-CP,6.275377114444445
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 06:00:00,Pre-CP,9.6477247
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 07:00:00,Pre-CP,7.303975325
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 08:00:00,Pre-CP,10.242421511111111
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 09:00:00,Pre-CP,5.999441813877551
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 10:00:00,Pre-CP,5.704771206
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 11:00:00,Pre-CP,7.249195927843139
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 12:00:00,Pre-CP,4.5267260656
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 13:00:00,Pre-CP,6.480811208846154
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 14:00:00,Pre-CP,5.480346132156863
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 15:00:00,Pre-CP,6.985487647692309
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 16:00:00,Pre-CP,5.926067938431372
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 17:00:00,Pre-CP,6.8654981692
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 18:00:00,Pre-CP,5.5329530700000005
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 19:00:00,Pre-CP,7.1574526367999995
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 20:00:00,Pre-CP,4.787565568235294
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 21:00:00,Pre-CP,3.6775360172093023
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 22:00:00,Pre-CP,5.8857257032
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-11 23:00:00,Pre-CP,9.260603591111112
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-12 00:00:00,Pre-CP,7.385225303333333
23rd Street - Westbound - 6th Ave to 7th Ave,2024-08-12 01:00:00,Pre-CP,7.630177669302326
