Date,Mode,Count
05/10/2024,SIR,5894
05/10/2024,MNR,195091
05/10/2024,LIRR,228020
05/10/2024,Bus,1212090
05/10/2024,BT,1001911
05/09/2024,BT,999321
05/09/2024,Subway,4086528
05/09/2024,SIR,7344
05/09/2024,MNR,218370
05/09/2024,LIRR,247959
05/09/2024,Bus,1354139
05/09/2024,AAR,35927
05/08/2024,SIR,7623
05/08/2024,Subway,4087477
05/08/2024,MNR,221059
05/08/2024,LIRR,244202
05/08/2024,Bus,1350511
05/08/2024,BT,969162
05/08/2024,AAR,36981
05/07/2024,AAR,36309
05/07/2024,Subway,4098321
05/07/2024,SIR,7966
05/07/2024,MNR,227303
05/07/2024,LIRR,250953
05/07/2024,Bus,1375535
05/07/2024,BT,954763
05/06/2024,BT,930298
05/06/2024,Subway,3652105
05/06/2024,SIR,6869
05/06/2024,MNR,200506
05/06/2024,LIRR,229643
05/06/2024,Bus,1295794
05/06/2024,AAR,33424
05/05/2024,LIRR,99491
05/05/2024,Subway,1889174
05/05/2024,BT,819681
05/05/2024,SIR,2571
05/05/2024,AAR,20709
05/05/2024,MNR,87988
05/05/2024,Bus,578132
05/04/2024,AAR,22523
05/04/2024,Subway,2563658
05/04/2024,SIR,2769
05/04/2024,MNR,122719
05/04/2024,LIRR,123516
05/04/2024,Bus,849249
05/04/2024,BT,951334
05/03/2024,AAR,34860
05/03/2024,Subway,3780888
05/03/2024,SIR,6516
05/03/2024,MNR,204190
05/03/2024,LIRR,226880
05/03/2024,Bus,1285012
05/03/2024,BT,1004571
05/02/2024,BT,980830
05/02/2024,Subway,4061242
05/02/2024,SIR,7475
05/02/2024,MNR,210951
05/02/2024,LIRR,235003
05/02/2024,Bus,1349838
05/02/2024,AAR,36244
05/01/2024,SIR,7757
05/01/2024,Subway,4032791
05/01/2024,MNR,205030
05/01/2024,LIRR,230682
05/01/2024,Bus,1350660
05/01/2024,BT,954842
05/01/2024,AAR,35701
04/30/2024,AAR,32717
04/30/2024,Subway,3638986
04/30/2024,SIR,6886
04/30/2024,MNR,218592
04/30/2024,LIRR,240862
04/30/2024,Bus,1193514
04/30/2024,BT,872347
04/29/2024,BT,866723
04/29/2024,Subway,3323706
04/29/2024,SIR,6385
04/29/2024,MNR,201385
04/29/2024,LIRR,225362
04/29/2024,Bus,1161990
04/29/2024,AAR,30504
04/28/2024,Bus,649572
04/28/2024,Subway,2084950
04/28/2024,AAR,21057
04/28/2024,SIR,1965
04/28/2024,MNR,91619
04/28/2024,LIRR,100214
04/28/2024,BT,881076
04/27/2024,AAR,20591
04/27/2024,Subway,2506779
04/27/2024,SIR,2479
04/27/2024,MNR,109447
04/27/2024,LIRR,123192
04/27/2024,Bus,801494
04/27/2024,BT,911900
04/26/2024,AAR,31859
04/26/2024,Subway,3431590
04/26/2024,SIR,5647
04/26/2024,MNR,198590
04/26/2024,LIRR,229885
04/26/2024,Bus,1143792
04/26/2024,BT,955900
04/25/2024,BT,962228
04/25/2024,Subway,3723894
04/25/2024,SIR,6820
04/25/2024,MNR,217219
04/25/2024,LIRR,242243
04/25/2024,Bus,1191480
04/25/2024,AAR,32999
04/24/2024,BT,880348
04/24/2024,Subway,3608010
04/24/2024,SIR,6847
04/24/2024,MNR,215927
04/24/2024,LIRR,233010
04/24/2024,Bus,1180243
04/24/2024,AAR,32658
04/23/2024,MNR,221191
04/23/2024,Subway,3522218
04/23/2024,SIR,7063
04/23/2024,LIRR,238274
04/23/2024,Bus,1176798
04/23/2024,BT,869972
04/23/2024,AAR,31727
04/22/2024,AAR,29919
04/22/2024,Subway,3219677
04/22/2024,SIR,6171
04/22/2024,MNR,206229
04/22/2024,LIRR,229680
04/22/2024,Bus,1146285
04/22/2024,BT,902943
04/21/2024,BT,873632
04/21/2024,Subway,1918237
04/21/2024,SIR,2017
04/21/2024,MNR,98834
04/21/2024,LIRR,101817
04/21/2024,Bus,651681
04/21/2024,AAR,20807
04/20/2024,Bus,830016
04/20/2024,Subway,2537525
04/20/2024,SIR,2793
04/20/2024,AAR,21228
04/20/2024,MNR,123804
04/20/2024,LIRR,125999
04/20/2024,BT,949195
04/19/2024,AAR,33749
04/19/2024,Subway,3705782
04/19/2024,SIR,6252
04/19/2024,MNR,205809
04/19/2024,LIRR,223518
04/19/2024,Bus,1278086
04/19/2024,BT,1000275
04/18/2024,AAR,34816
04/18/2024,Subway,3966226
04/18/2024,SIR,7271
04/18/2024,MNR,203859
04/18/2024,LIRR,230634
04/18/2024,Bus,1303010
04/18/2024,BT,955479
04/17/2024,BT,942089
04/17/2024,Subway,4021256
04/17/2024,SIR,7805
04/17/2024,MNR,214829
04/17/2024,LIRR,243323
04/17/2024,Bus,1347870
04/17/2024,AAR,35970
04/16/2024,SIR,8017
04/16/2024,Subway,4033514
04/16/2024,MNR,220030
04/16/2024,LIRR,243835
04/16/2024,Bus,1370151
04/16/2024,BT,941739
04/16/2024,AAR,35869
04/15/2024,AAR,32975
04/15/2024,Subway,3704177
04/15/2024,SIR,7374
04/15/2024,MNR,203835
04/15/2024,LIRR,233386
04/15/2024,Bus,1319005
04/15/2024,BT,933433
04/14/2024,BT,897470
04/14/2024,Subway,2068885
04/14/2024,SIR,2145
04/14/2024,MNR,93633
04/14/2024,LIRR,103711
04/14/2024,Bus,664358
04/14/2024,AAR,21766
04/13/2024,Bus,824356
04/13/2024,Subway,2535112
04/13/2024,AAR,21606
04/13/2024,SIR,2609
04/13/2024,MNR,110542
04/13/2024,LIRR,120351
04/13/2024,BT,930759
04/12/2024,AAR,33701
04/12/2024,Subway,3668439
04/12/2024,SIR,6265
04/12/2024,MNR,191755
04/12/2024,LIRR,225168
04/12/2024,Bus,1240823
04/12/2024,BT,979494
04/11/2024,AAR,35354
04/11/2024,Subway,4000485
04/11/2024,SIR,7326
04/11/2024,MNR,205013
04/11/2024,LIRR,241215
04/11/2024,Bus,1315916
04/11/2024,BT,963140
04/10/2024,BT,946464
04/10/2024,Subway,3791945
04/10/2024,SIR,7115
04/10/2024,MNR,216591
04/10/2024,LIRR,235585
04/10/2024,Bus,1245909
04/10/2024,AAR,35534
04/09/2024,BT,965630
04/09/2024,Subway,4042674
04/09/2024,SIR,7937
04/09/2024,MNR,228390
04/09/2024,LIRR,251964
04/09/2024,Bus,1366571
04/09/2024,AAR,36151
04/08/2024,MNR,194106
04/08/2024,Subway,3506719
04/08/2024,SIR,6873
04/08/2024,LIRR,220359
04/08/2024,Bus,1258402
04/08/2024,BT,879783
04/08/2024,AAR,31777
04/07/2024,AAR,21759
04/07/2024,Subway,1899641
04/07/2024,SIR,2033
04/07/2024,MNR,94103
04/07/2024,LIRR,101624
04/07/2024,Bus,651153
04/07/2024,BT,875089
04/06/2024,BT,928096
04/06/2024,Subway,2477127
04/06/2024,SIR,2555
04/06/2024,MNR,117095
04/06/2024,LIRR,128106
04/06/2024,Bus,822825
04/06/2024,AAR,21444
04/05/2024,Bus,1263607
04/05/2024,Subway,3800800
04/05/2024,SIR,6309
04/05/2024,AAR,34503
04/05/2024,MNR,202580
04/05/2024,LIRR,225107
04/05/2024,BT,981699
04/04/2024,MNR,201745
04/04/2024,Subway,4100733
04/04/2024,SIR,7180
04/04/2024,LIRR,232730
04/04/2024,Bus,1339531
04/04/2024,BT,957042
04/04/2024,AAR,34712
04/03/2024,AAR,34971
04/03/2024,Subway,3890305
04/03/2024,SIR,6815
04/03/2024,MNR,195001
04/03/2024,LIRR,222764
04/03/2024,Bus,1162660
04/03/2024,BT,851814
04/02/2024,BT,889922
04/02/2024,Subway,3900061
04/02/2024,SIR,7289
04/02/2024,MNR,206753
04/02/2024,LIRR,234615
04/02/2024,Bus,1247638
04/02/2024,AAR,34415
04/01/2024,SIR,6053
04/01/2024,Subway,3321989
04/01/2024,MNR,180107
04/01/2024,LIRR,208291
04/01/2024,Bus,1168598
04/01/2024,BT,917643
04/01/2024,AAR,30083
03/31/2024,AAR,23316
03/31/2024,Subway,1936295
03/31/2024,SIR,2096
03/31/2024,MNR,98458
03/31/2024,LIRR,121273
03/31/2024,Bus,606411
03/31/2024,BT,933446
03/30/2024,BT,906427
03/30/2024,Subway,2526569
03/30/2024,SIR,2748
03/30/2024,MNR,111061
03/30/2024,LIRR,135355
03/30/2024,Bus,801723
03/30/2024,AAR,19891
03/29/2024,Bus,1096254
03/29/2024,Subway,3372535
03/29/2024,AAR,30293
03/29/2024,SIR,5092
03/29/2024,MNR,198343
03/29/2024,LIRR,241583
03/29/2024,BT,966343
03/28/2024,AAR,34416
03/28/2024,Subway,3910547
03/28/2024,SIR,6780
03/28/2024,MNR,200583
03/28/2024,LIRR,239840
03/28/2024,Bus,1223847
03/28/2024,BT,954143
03/27/2024,AAR,35627
03/27/2024,Subway,4014011
03/27/2024,SIR,7628
03/27/2024,MNR,207744
03/27/2024,LIRR,241268
03/27/2024,Bus,1342695
03/27/2024,BT,943920
03/26/2024,BT,914666
03/26/2024,Subway,3969793
03/26/2024,SIR,7754
03/26/2024,MNR,211566
03/26/2024,LIRR,239790
03/26/2024,Bus,1355991
03/26/2024,AAR,34874
03/25/2024,BT,902281
03/25/2024,Subway,3583716
03/25/2024,SIR,7032
03/25/2024,MNR,192720
03/25/2024,LIRR,224068
03/25/2024,Bus,1281676
03/25/2024,AAR,31947
03/24/2024,MNR,80451
03/24/2024,Subway,1912946
03/24/2024,SIR,1890
03/24/2024,LIRR,95973
03/24/2024,Bus,653413
03/24/2024,BT,861573
03/24/2024,AAR,22334
03/23/2024,AAR,17633
03/23/2024,Subway,1863863
03/23/2024,SIR,1766
03/23/2024,MNR,77331
03/23/2024,LIRR,95770
03/23/2024,Bus,587004
03/23/2024,BT,733638
03/22/2024,BT,975518
03/22/2024,Subway,3581959
03/22/2024,SIR,6299
03/22/2024,MNR,187489
03/22/2024,LIRR,225175
03/22/2024,Bus,1251225
03/22/2024,AAR,33549
03/21/2024,LIRR,228782
03/21/2024,Subway,3862248
03/21/2024,SIR,7292
03/21/2024,BT,947309
03/21/2024,AAR,35097
03/21/2024,MNR,200037
03/21/2024,Bus,1317112
03/20/2024,AAR,35998
03/20/2024,Subway,3886104
03/20/2024,SIR,7700
03/20/2024,MNR,206030
03/20/2024,LIRR,234446
03/20/2024,Bus,1334002
03/20/2024,BT,927404
03/19/2024,AAR,34899
03/19/2024,Subway,3869116
03/19/2024,SIR,7795
03/19/2024,MNR,210028
03/19/2024,LIRR,242771
03/19/2024,Bus,1336910
03/19/2024,BT,909501
03/18/2024,BT,895292
03/18/2024,Subway,3482565
03/18/2024,SIR,7072
03/18/2024,MNR,190770
03/18/2024,LIRR,221451
03/18/2024,Bus,1296423
03/18/2024,AAR,31905
03/17/2024,SIR,2078
03/17/2024,Subway,1972170
03/17/2024,MNR,86964
03/17/2024,LIRR,103993
03/17/2024,Bus,625861
03/17/2024,BT,862748
03/17/2024,AAR,20237
03/16/2024,AAR,20796
03/16/2024,Subway,2553056
03/16/2024,SIR,3108
03/16/2024,MNR,129667
03/16/2024,LIRR,138156
03/16/2024,Bus,838318
03/16/2024,BT,924262
03/15/2024,BT,986807
03/15/2024,Subway,3643013
03/15/2024,SIR,6558
03/15/2024,MNR,199285
03/15/2024,LIRR,227481
03/15/2024,Bus,1275542
03/15/2024,AAR,33266
03/14/2024,Bus,1368263
03/14/2024,Subway,4049186
03/14/2024,AAR,36111
03/14/2024,SIR,7658
03/14/2024,MNR,211962
03/14/2024,LIRR,240124
03/14/2024,BT,970105
03/13/2024,AAR,36469
03/13/2024,Subway,4024943
03/13/2024,SIR,8100
03/13/2024,MNR,212582
03/13/2024,LIRR,237603
03/13/2024,Bus,1377062
03/13/2024,BT,937527
03/12/2024,AAR,34978
03/12/2024,Subway,3988438
03/12/2024,SIR,7820
03/12/2024,MNR,213584
03/12/2024,LIRR,239002
03/12/2024,Bus,1370319
03/12/2024,BT,911441
03/11/2024,BT,869087
03/11/2024,Subway,3497588
03/11/2024,SIR,6854
03/11/2024,MNR,188108
03/11/2024,LIRR,218755
03/11/2024,Bus,1270081
03/11/2024,AAR,31600
03/10/2024,BT,818114
03/10/2024,Subway,1803578
03/10/2024,SIR,1750
03/10/2024,MNR,77768
03/10/2024,LIRR,90567
03/10/2024,Bus,630566
03/10/2024,AAR,20080
03/09/2024,MNR,97183
03/09/2024,Subway,2128635
03/09/2024,SIR,2174
03/09/2024,LIRR,113368
03/09/2024,Bus,747405
03/09/2024,BT,857351
03/09/2024,AAR,19661
03/08/2024,AAR,34613
03/08/2024,Subway,3685219
03/08/2024,SIR,6588
03/08/2024,MNR,192899
03/08/2024,LIRR,226372
03/08/2024,Bus,1291469
03/08/2024,BT,987695
03/07/2024,BT,941815
03/07/2024,Subway,3893731
03/07/2024,SIR,7414
03/07/2024,MNR,197659
03/07/2024,LIRR,226926
03/07/2024,Bus,1334827
03/07/2024,AAR,34235
03/06/2024,Bus,1273337
03/06/2024,Subway,3865589
03/06/2024,SIR,7555
03/06/2024,AAR,35207
03/06/2024,MNR,198040
03/06/2024,LIRR,225080
03/06/2024,BT,890058
03/05/2024,MNR,204515
03/05/2024,Subway,3819514
03/05/2024,SIR,7344
03/05/2024,LIRR,236999
03/05/2024,Bus,1263377
03/05/2024,BT,868487
03/05/2024,AAR,34277
03/04/2024,AAR,32231
03/04/2024,Subway,3539671
03/04/2024,SIR,7229
03/04/2024,MNR,188845
03/04/2024,LIRR,219565
03/04/2024,Bus,1319592
03/04/2024,BT,887009
03/03/2024,BT,857039
03/03/2024,Subway,1961510
03/03/2024,SIR,1981
03/03/2024,MNR,85095
03/03/2024,LIRR,93906
03/03/2024,Bus,686787
03/03/2024,AAR,21351
03/02/2024,SIR,2084
03/02/2024,Subway,2094029
03/02/2024,MNR,85586
03/02/2024,LIRR,98266
03/02/2024,Bus,689029
03/02/2024,BT,823629
03/02/2024,AAR,19380
03/01/2024,AAR,33416
03/01/2024,Subway,3573658
03/01/2024,SIR,6220
03/01/2024,MNR,157348
03/01/2024,LIRR,181633
03/01/2024,Bus,1276428
03/01/2024,BT,968878
02/29/2024,BT,957616
02/29/2024,Subway,3905888
02/29/2024,SIR,7295
02/29/2024,MNR,204828
02/29/2024,LIRR,232010
02/29/2024,Bus,1334777
02/29/2024,AAR,33637
02/28/2024,Bus,1290829
02/28/2024,Subway,3784177
02/28/2024,AAR,33664
02/28/2024,SIR,7428
02/28/2024,MNR,199671
02/28/2024,LIRR,228110
02/28/2024,BT,889784
02/27/2024,AAR,33571
02/27/2024,Subway,3802458
02/27/2024,SIR,7659
02/27/2024,MNR,208042
02/27/2024,LIRR,233207
02/27/2024,Bus,1332209
02/27/2024,BT,893537
02/26/2024,AAR,30867
02/26/2024,Subway,3439079
02/26/2024,SIR,6969
02/26/2024,MNR,187542
02/26/2024,LIRR,217914
02/26/2024,Bus,1275320
02/26/2024,BT,873604
02/25/2024,BT,822624
02/25/2024,Subway,1740477
02/25/2024,SIR,1800
02/25/2024,MNR,78248
02/25/2024,LIRR,88104
02/25/2024,Bus,608010
02/25/2024,AAR,19822
02/24/2024,BT,866204
02/24/2024,Subway,2308808
02/24/2024,SIR,2407
02/24/2024,MNR,98942
02/24/2024,LIRR,114816
02/24/2024,Bus,788962
02/24/2024,AAR,19456
02/23/2024,MNR,182348
02/23/2024,Subway,3219121
02/23/2024,SIR,5479
02/23/2024,LIRR,208527
02/23/2024,Bus,1126271
02/23/2024,BT,916874
02/23/2024,AAR,30262
02/22/2024,AAR,32702
02/22/2024,Subway,3588173
02/22/2024,SIR,6674
02/22/2024,MNR,195315
02/22/2024,LIRR,225465
02/22/2024,Bus,1212903
02/22/2024,BT,924554
02/21/2024,BT,892324
02/21/2024,Subway,3591484
02/21/2024,SIR,7112
02/21/2024,MNR,201074
02/21/2024,LIRR,230058
02/21/2024,Bus,1222440
02/21/2024,AAR,33590
02/20/2024,LIRR,233827
02/20/2024,Subway,3490990
02/20/2024,SIR,7023
02/20/2024,BT,895208
02/20/2024,AAR,32208
02/20/2024,MNR,207099
02/20/2024,Bus,1201850
02/19/2024,MNR,85973
02/19/2024,Subway,2244741
02/19/2024,SIR,3007
02/19/2024,LIRR,96569
02/19/2024,Bus,842548
02/19/2024,BT,814165
02/19/2024,AAR,17585
02/18/2024,AAR,18975
02/18/2024,Subway,1850840
02/18/2024,SIR,1720
02/18/2024,MNR,81659
02/18/2024,LIRR,89877
02/18/2024,Bus,604537
02/18/2024,BT,794483
02/17/2024,BT,769698
02/17/2024,Subway,2178047
02/17/2024,SIR,2038
02/17/2024,MNR,92423
02/17/2024,LIRR,95271
02/17/2024,Bus,680638
02/17/2024,AAR,17545
02/16/2024,SIR,6269
02/16/2024,Subway,3504536
02/16/2024,MNR,186547
02/16/2024,LIRR,210552
02/16/2024,Bus,1225865
02/16/2024,BT,962249
02/16/2024,AAR,32442
02/15/2024,AAR,33402
02/15/2024,Subway,3874860
02/15/2024,SIR,7500
02/15/2024,MNR,202704
02/15/2024,LIRR,228885
02/15/2024,Bus,1305830
02/15/2024,BT,948001
02/14/2024,BT,909016
02/14/2024,Subway,3963628
02/14/2024,SIR,7645
02/14/2024,MNR,201686
02/14/2024,LIRR,230505
02/14/2024,Bus,1282121
02/14/2024,AAR,32796
02/13/2024,Bus,724893
02/13/2024,Subway,2273584
02/13/2024,AAR,23271
02/13/2024,SIR,3641
02/13/2024,MNR,134355
02/13/2024,LIRR,166803
02/13/2024,BT,480178
02/12/2024,AAR,30323
02/12/2024,Subway,3374596
02/12/2024,SIR,6132
02/12/2024,MNR,185118
02/12/2024,LIRR,212628
02/12/2024,Bus,1254403
02/12/2024,BT,888941
02/11/2024,AAR,20610
02/11/2024,Subway,1774698
02/11/2024,SIR,1769
02/11/2024,MNR,73614
02/11/2024,LIRR,83832
02/11/2024,Bus,628400
02/11/2024,BT,759996
02/10/2024,BT,876746
02/10/2024,Subway,2385448
02/10/2024,SIR,2596
02/10/2024,MNR,99942
02/10/2024,LIRR,118074
02/10/2024,Bus,795892
02/10/2024,AAR,20462
02/09/2024,BT,953705
02/09/2024,Subway,3547321
02/09/2024,SIR,6121
02/09/2024,MNR,185475
02/09/2024,LIRR,218909
02/09/2024,Bus,1268268
02/09/2024,AAR,32233
02/08/2024,MNR,198010
02/08/2024,Subway,3903673
02/08/2024,SIR,7442
02/08/2024,LIRR,232069
02/08/2024,Bus,1350925
02/08/2024,BT,937494
02/08/2024,AAR,34386
02/07/2024,AAR,34799
02/07/2024,Subway,3900992
02/07/2024,SIR,7655
02/07/2024,MNR,202871
02/07/2024,LIRR,229426
02/07/2024,Bus,1341486
02/07/2024,BT,896482
02/06/2024,BT,880296
02/06/2024,Subway,3857533
02/06/2024,SIR,7709
02/06/2024,MNR,208252
02/06/2024,LIRR,233524
02/06/2024,Bus,1346868
02/06/2024,AAR,33618
02/05/2024,Bus,1297578
02/05/2024,Subway,3481777
02/05/2024,SIR,7053
02/05/2024,AAR,31372
02/05/2024,MNR,190181
02/05/2024,LIRR,218879
02/05/2024,BT,855224
02/04/2024,MNR,77083
02/04/2024,Subway,1742107
02/04/2024,SIR,1746
02/04/2024,LIRR,86327
02/04/2024,Bus,626299
02/04/2024,BT,790429
02/04/2024,AAR,20480
02/03/2024,AAR,20070
02/03/2024,Subway,2324038
02/03/2024,SIR,2357
02/03/2024,MNR,102310
02/03/2024,LIRR,113576
02/03/2024,Bus,808103
02/03/2024,BT,845878
02/02/2024,BT,917639
02/02/2024,Subway,3457807
02/02/2024,SIR,6207
02/02/2024,MNR,174044
02/02/2024,LIRR,200395
02/02/2024,Bus,1239617
02/02/2024,AAR,32175
02/01/2024,SIR,7465
02/01/2024,Subway,3814682
02/01/2024,MNR,189621
02/01/2024,LIRR,214275
02/01/2024,Bus,1337508
02/01/2024,BT,911954
02/01/2024,AAR,33540
01/31/2024,AAR,33417
01/31/2024,Subway,3808584
01/31/2024,SIR,7651
01/31/2024,MNR,204353
01/31/2024,LIRR,228148
01/31/2024,Bus,1325692
01/31/2024,BT,882805
01/30/2024,BT,868230
01/30/2024,Subway,3717520
01/30/2024,SIR,7744
01/30/2024,MNR,207896
01/30/2024,LIRR,230931
01/30/2024,Bus,1284597
01/30/2024,AAR,32782
01/29/2024,Bus,1211703
01/29/2024,Subway,3297571
01/29/2024,AAR,29367
01/29/2024,SIR,6755
01/29/2024,MNR,187702
01/29/2024,LIRR,214890
01/29/2024,BT,838882
01/28/2024,AAR,17473
01/28/2024,Subway,1549077
01/28/2024,SIR,1455
01/28/2024,MNR,66794
01/28/2024,LIRR,75177
01/28/2024,Bus,535857
01/28/2024,BT,712530
01/27/2024,AAR,19099
01/27/2024,Subway,2283244
01/27/2024,SIR,2409
01/27/2024,MNR,102600
01/27/2024,LIRR,117555
01/27/2024,Bus,801262
01/27/2024,BT,853000
01/26/2024,BT,913609
01/26/2024,Subway,3380816
01/26/2024,SIR,5681
01/26/2024,MNR,184511
01/26/2024,LIRR,213749
01/26/2024,Bus,1193175
01/26/2024,AAR,31329
01/25/2024,BT,890573
01/25/2024,Subway,3681867
01/25/2024,SIR,6845
01/25/2024,MNR,199560
01/25/2024,LIRR,223766
01/25/2024,Bus,1256481
01/25/2024,AAR,32517
01/24/2024,MNR,201969
01/24/2024,Subway,3666907
01/24/2024,SIR,7027
01/24/2024,LIRR,223928
01/24/2024,Bus,1247798
01/24/2024,BT,867077
01/24/2024,AAR,33082
01/23/2024,AAR,33111
01/23/2024,Subway,3652488
01/23/2024,SIR,7194
01/23/2024,MNR,205300
01/23/2024,LIRR,233311
01/23/2024,Bus,1264199
01/23/2024,BT,864670
01/22/2024,BT,841078
01/22/2024,Subway,3305387
01/22/2024,SIR,6558
01/22/2024,MNR,185181
01/22/2024,LIRR,209302
01/22/2024,Bus,1210644
01/22/2024,AAR,30092
01/21/2024,MNR,66955
01/21/2024,Subway,1576126
01/21/2024,SIR,1482
01/21/2024,Bus,548497
01/21/2024,BT,718777
01/21/2024,AAR,17147
01/21/2024,LIRR,78041
01/20/2024,AAR,15487
01/20/2024,Subway,2024041
01/20/2024,SIR,1926
01/20/2024,MNR,82817
01/20/2024,LIRR,96128
01/20/2024,Bus,677335
01/20/2024,BT,758923
01/19/2024,AAR,27175
01/19/2024,Subway,3176408
01/19/2024,SIR,5330
01/19/2024,MNR,171490
01/19/2024,LIRR,191999
01/19/2024,Bus,1109408
01/19/2024,BT,793429
01/18/2024,BT,896766
01/18/2024,Subway,3655850
01/18/2024,SIR,7014
01/18/2024,MNR,197257
01/18/2024,LIRR,217911
01/18/2024,Bus,1235693
01/18/2024,AAR,32318
01/17/2024,SIR,6891
01/17/2024,Subway,3616923
01/17/2024,MNR,199986
01/17/2024,LIRR,217173
01/17/2024,Bus,1193111
01/17/2024,BT,863242
01/17/2024,AAR,32054
01/16/2024,AAR,29826
01/16/2024,Subway,3235935
01/16/2024,SIR,5414
01/16/2024,MNR,178389
01/16/2024,LIRR,205716
01/16/2024,Bus,1078860
01/16/2024,BT,712714
01/15/2024,BT,816628
01/15/2024,Subway,2169917
01/15/2024,SIR,3017
01/15/2024,MNR,80498
01/15/2024,LIRR,91887
01/15/2024,Bus,783032
01/15/2024,AAR,16502
01/14/2024,Bus,588809
01/14/2024,Subway,1743556
01/14/2024,AAR,18588
01/14/2024,SIR,1745
01/14/2024,MNR,78197
01/14/2024,LIRR,85521
01/14/2024,BT,750002
01/13/2024,MNR,97439
01/13/2024,Subway,2167383
01/13/2024,SIR,2210
01/13/2024,LIRR,101558
01/13/2024,Bus,755670
01/13/2024,BT,819900
01/13/2024,AAR,17168
01/12/2024,AAR,31096
01/12/2024,Subway,3365791
01/12/2024,SIR,6286
01/12/2024,MNR,182896
01/12/2024,LIRR,207670
01/12/2024,Bus,1228696
01/12/2024,BT,930218
01/11/2024,BT,921166
01/11/2024,Subway,3688916
01/11/2024,SIR,7337
01/11/2024,MNR,199799
01/11/2024,LIRR,229117
01/11/2024,Bus,1293940
01/11/2024,AAR,32790
01/10/2024,SIR,7216
01/10/2024,Subway,3557166
01/10/2024,MNR,191221
01/10/2024,LIRR,217461
01/10/2024,Bus,1248493
01/10/2024,BT,844710
01/10/2024,AAR,31338
01/09/2024,AAR,30430
01/09/2024,Subway,3353192
01/09/2024,SIR,6944
01/09/2024,MNR,188888
01/09/2024,LIRR,213699
01/09/2024,Bus,1135694
01/09/2024,BT,780334
01/08/2024,BT,844853
01/08/2024,Subway,3303727
01/08/2024,SIR,7001
01/08/2024,MNR,184150
01/08/2024,LIRR,208960
01/08/2024,Bus,1226783
01/08/2024,AAR,28890
01/07/2024,LIRR,72971
01/07/2024,Subway,1472438
01/07/2024,BT,566397
01/07/2024,SIR,1533
01/07/2024,AAR,13723
01/07/2024,MNR,57280
01/07/2024,Bus,502518
01/06/2024,AAR,15850
01/06/2024,Subway,1942458
01/06/2024,SIR,2070
01/06/2024,MNR,82890
01/06/2024,LIRR,92741
01/06/2024,Bus,684686
01/06/2024,BT,721283
01/05/2024,AAR,30480
01/05/2024,Subway,3263064
01/05/2024,SIR,5963
01/05/2024,MNR,173362
01/05/2024,LIRR,199441
01/05/2024,Bus,1185046
01/05/2024,BT,886766
01/04/2024,BT,867791
01/04/2024,Subway,3560703
01/04/2024,SIR,7450
01/04/2024,MNR,190588
01/04/2024,LIRR,212217
01/04/2024,Bus,1242971
01/04/2024,AAR,31233
01/03/2024,SIR,7565
01/03/2024,Subway,3555082
01/03/2024,MNR,194441
01/03/2024,LIRR,217373
01/03/2024,Bus,1212761
01/03/2024,BT,856822
01/03/2024,AAR,31304
01/02/2024,AAR,25961
01/02/2024,Subway,3290639
01/02/2024,SIR,7107
01/02/2024,MNR,184978
01/02/2024,LIRR,209680
01/02/2024,Bus,1091104
01/02/2024,BT,829660
01/01/2024,BT,730489
01/01/2024,Subway,1648734
01/01/2024,SIR,2018
01/01/2024,MNR,73957
01/01/2024,LIRR,82811
01/01/2024,Bus,455965
01/01/2024,AAR,9165
12/31/2023,Bus,548344
12/31/2023,Subway,1934651
12/31/2023,AAR,20005
12/31/2023,SIR,2029
12/31/2023,MNR,89554
12/31/2023,LIRR,99817
12/31/2023,BT,671873
12/30/2023,AAR,16983
12/30/2023,Subway,2440211
12/30/2023,SIR,2780
12/30/2023,MNR,121647
12/30/2023,LIRR,121688
12/30/2023,Bus,720564
12/30/2023,BT,833538
12/29/2023,AAR,26892
12/29/2023,Subway,3198885
12/29/2023,SIR,5784
12/29/2023,MNR,210361
12/29/2023,LIRR,237781
12/29/2023,Bus,1007697
12/29/2023,BT,909062
12/28/2023,BT,887521
12/28/2023,Subway,3064841
12/28/2023,SIR,5395
12/28/2023,MNR,193235
12/28/2023,LIRR,218546
12/28/2023,Bus,969231
12/28/2023,AAR,26462
12/27/2023,BT,881140
12/27/2023,Subway,2912007
12/27/2023,SIR,5373
12/27/2023,MNR,186541
12/27/2023,LIRR,220010
12/27/2023,Bus,955890
12/27/2023,AAR,25945
12/26/2023,MNR,192910
12/26/2023,Subway,2668642
12/26/2023,SIR,5158
12/26/2023,LIRR,219149
12/26/2023,Bus,906670
12/26/2023,BT,867072
12/26/2023,AAR,20706
12/25/2023,AAR,14750
12/25/2023,Subway,1273729
12/25/2023,SIR,1668
12/25/2023,MNR,65350
12/25/2023,LIRR,80587
12/25/2023,Bus,381879
12/25/2023,BT,748318
12/24/2023,BT,793031
12/24/2023,Subway,1657096
12/24/2023,SIR,1912
12/24/2023,MNR,77874
12/24/2023,LIRR,92540
12/24/2023,Bus,549448
12/24/2023,AAR,20241
12/23/2023,Bus,708808
12/23/2023,Subway,2244175
12/23/2023,SIR,2700
12/23/2023,AAR,17627
12/23/2023,MNR,130053
12/23/2023,LIRR,139904
12/23/2023,BT,876791
12/22/2023,AAR,29324
12/22/2023,Subway,3372318
12/22/2023,SIR,5878
12/22/2023,MNR,206169
